"","field_name","form_name","section_header","field_type","field_label","select_choices_or_calculations","field_note","text_validation_type_or_show_slider_number","text_validation_min","text_validation_max","identifier","branching_logic","required_field","custom_alignment","question_number","matrix_group_name","matrix_ranking","field_annotation"
"525","known_contact_d2_hh_11","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_11]=""1""","y",NA,NA,NA,NA,NA
"526","contact_id_d2_hh_12","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][12]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 12","y",NA,NA,NA,NA,NA
"527","touch_contact_d2_hh_12","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_12]=""1""","y",NA,NA,NA,NA,NA
"528","where_contact_d2_hh_12","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_12]=""1""","y",NA,NA,NA,NA,NA
"529","location_contact_d2_hh_12","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d2_hh_12]=""1""","y",NA,NA,NA,NA,NA
"530","location_contact_other_d2_12","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_hh_12(12)]=""1""","y",NA,NA,NA,NA,NA
"531","contact_mask_d2_hh_12","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_12]=""1""","y",NA,NA,NA,NA,NA
"532","duration_contact_d2_hh_12","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d2_hh_12]=""1""","y",NA,NA,NA,NA,NA
"533","frequency_contact_d2_hh_12","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d2_hh_12]=""1""","y",NA,NA,NA,NA,NA
"534","known_contact_d2_hh_12","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_12]=""1""","y",NA,NA,NA,NA,NA
"535","contact_id_d2_hh_13","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][13]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 13","y",NA,NA,NA,NA,NA
"536","touch_contact_d2_hh_13","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_13]=""1""","y",NA,NA,NA,NA,NA
"537","where_contact_d2_hh_13","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_13]=""1""","y",NA,NA,NA,NA,NA
"538","location_contact_d2_hh_13","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d2_hh_13]=""1""","y",NA,NA,NA,NA,NA
"539","location_contact_other_d2_13","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_hh_13(12)]=""1""","y",NA,NA,NA,NA,NA
"540","contact_mask_d2_hh_13","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_13]=""1""","y",NA,NA,NA,NA,NA
"541","duration_contact_d2_hh_13","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d2_hh_13]=""1""","y",NA,NA,NA,NA,NA
"542","frequency_contact_d2_hh_13","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d2_hh_13]=""1""","y",NA,NA,NA,NA,NA
"543","known_contact_d2_hh_13","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_13]=""1""","y",NA,NA,NA,NA,NA
"544","contact_id_d2_hh_14","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][14]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 14","y",NA,NA,NA,NA,NA
"545","touch_contact_d2_hh_14","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_14]=""1""","y",NA,NA,NA,NA,NA
"546","where_contact_d2_hh_14","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_14]=""1""","y",NA,NA,NA,NA,NA
"547","location_contact_d2_hh_14","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d2_hh_14]=""1""","y",NA,NA,NA,NA,NA
"548","location_contact_other_d2_14","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_hh_14(12)]=""1""","y",NA,NA,NA,NA,NA
"549","contact_mask_d2_hh_14","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_14]=""1""","y",NA,NA,NA,NA,NA
"550","duration_contact_d2_hh_14","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d2_hh_14]=""1""","y",NA,NA,NA,NA,NA
"551","frequency_contact_d2_hh_14","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d2_hh_14]=""1""","y",NA,NA,NA,NA,NA
"552","known_contact_d2_hh_14","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_14]=""1""","y",NA,NA,NA,NA,NA
"553","contact_id_d2_hh_15","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][15]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 15","y",NA,NA,NA,NA,NA
"554","touch_contact_d2_hh_15","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_15]=""1""","y",NA,NA,NA,NA,NA
"555","where_contact_d2_hh_15","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_15]=""1""","y",NA,NA,NA,NA,NA
"556","location_contact_d2_hh_15","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d2_hh_15]=""1""","y",NA,NA,NA,NA,NA
"557","location_contact_other_d2_15","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_hh_15(12)]=""1""","y",NA,NA,NA,NA,NA
"558","contact_mask_d2_hh_15","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_15]=""1""","y",NA,NA,NA,NA,NA
"559","duration_contact_d2_hh_15","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d2_hh_15]=""1""","y",NA,NA,NA,NA,NA
"560","frequency_contact_d2_hh_15","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d2_hh_15]=""1""","y",NA,NA,NA,NA,NA
"561","known_contact_d2_hh_15","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_15]=""1""","y",NA,NA,NA,NA,NA
"562","contact_id_d2_hh_16","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][16]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 16","y",NA,NA,NA,NA,NA
"563","touch_contact_d2_hh_16","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_16]=""1""","y",NA,NA,NA,NA,NA
"564","where_contact_d2_hh_16","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_16]=""1""","y",NA,NA,NA,NA,NA
"565","location_contact_d2_hh_16","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d2_hh_16]=""1""","y",NA,NA,NA,NA,NA
"566","location_contact_other_d2_16","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_hh_16(12)]=""1""","y",NA,NA,NA,NA,NA
"567","contact_mask_d2_hh_16","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_16]=""1""","y",NA,NA,NA,NA,NA
"568","duration_contact_d2_hh_16","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d2_hh_16]=""1""","y",NA,NA,NA,NA,NA
"569","frequency_contact_d2_hh_16","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d2_hh_16]=""1""","y",NA,NA,NA,NA,NA
"570","known_contact_d2_hh_16","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_16]=""1""","y",NA,NA,NA,NA,NA
"571","contact_id_d2_hh_17","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][17]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 17","y",NA,NA,NA,NA,NA
"572","touch_contact_d2_hh_17","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_17]=""1""","y",NA,NA,NA,NA,NA
"573","where_contact_d2_hh_17","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_17]=""1""","y",NA,NA,NA,NA,NA
"574","location_contact_d2_hh_17","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d2_hh_17]=""1""","y",NA,NA,NA,NA,NA
"575","location_contact_other_d2_17","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_hh_17(12)]=""1""","y",NA,NA,NA,NA,NA
"576","contact_mask_d2_hh_17","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_17]=""1""","y",NA,NA,NA,NA,NA
"577","duration_contact_d2_hh_17","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d2_hh_17]=""1""","y",NA,NA,NA,NA,NA
"578","frequency_contact_d2_hh_17","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d2_hh_17]=""1""","y",NA,NA,NA,NA,NA
"579","known_contact_d2_hh_17","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_17]=""1""","y",NA,NA,NA,NA,NA
"580","contact_id_d2_hh_18","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][18]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 18","y",NA,NA,NA,NA,NA
"581","touch_contact_d2_hh_18","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_18]=""1""","y",NA,NA,NA,NA,NA
"582","where_contact_d2_hh_18","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_18]=""1""","y",NA,NA,NA,NA,NA
"583","location_contact_d2_hh_18","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d2_hh_18]=""1""","y",NA,NA,NA,NA,NA
"584","location_contact_other_d2_18","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_hh_18(12)]=""1""","y",NA,NA,NA,NA,NA
"585","contact_mask_d2_hh_18","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_18]=""1""","y",NA,NA,NA,NA,NA
"586","duration_contact_d2_hh_18","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d2_hh_18]=""1""","y",NA,NA,NA,NA,NA
"587","frequency_contact_d2_hh_18","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d2_hh_18]=""1""","y",NA,NA,NA,NA,NA
"588","known_contact_d2_hh_18","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_18]=""1""","y",NA,NA,NA,NA,NA
"589","contact_id_d2_hh_19","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][19]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 19","y",NA,NA,NA,NA,NA
"590","touch_contact_d2_hh_19","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_19]=""1""","y",NA,NA,NA,NA,NA
"591","where_contact_d2_hh_19","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_19]=""1""","y",NA,NA,NA,NA,NA
"592","location_contact_d2_hh_19","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d2_hh_19]=""1""","y",NA,NA,NA,NA,NA
"593","location_contact_other_d2_19","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_hh_19(12)]=""1""","y",NA,NA,NA,NA,NA
"594","contact_mask_d2_hh_19","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_19]=""1""","y",NA,NA,NA,NA,NA
"595","duration_contact_d2_hh_19","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d2_hh_19]=""1""","y",NA,NA,NA,NA,NA
"596","frequency_contact_d2_hh_19","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d2_hh_19]=""1""","y",NA,NA,NA,NA,NA
"597","known_contact_d2_hh_19","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d2_hh_19]=""1""","y",NA,NA,NA,NA,NA
"598","contact_id_d2_hh_20","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][20]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 20","y",NA,NA,NA,NA,NA
"599","touch_contact_d2_hh_20","dirio_de_contato_dos_membros_da_familia_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d2_hh_20]=""1""","y",NA,NA,NA,NA,NA
